cleaned_tweet,label
ውሸት ሰለቸን እውነት ከሆነ በሚዲያ አሳዩን ድምፅ እየሆናቸው ያለውን ህዝብ አታዘናጉት,0
ማ ያ ሀብታሙ እንዲህ አለ የኢትዮጵያ መከላከያ ከአማራ ክልል ወደ ወለጋ የተዘዋወረው ንብርት ለማዘዋወር አለ ከዚ በላይ መዝቀጥ ምን አለለገዛ ወንድሞቹ ክብር የሌለው ጉድ መከላከያ ውስጥ አማራጋምቤላወላይታትግራይ አለ,0
ethiopia amhara ፀረአማራ ሀይሎች,0
በመጀመሪያ እውነቱ ስለዘገብክ የጋዜጠኝነትን ሞራላዊ ግዴታህን ተወጥተሀል ይህን አይተው ሌሎቹም ከዚህ እንዲማሩ ይጠበቃል የፕሬስ ነፃነት ይከበር ሲባል የፕሬስን ስነምግባርንም እያከበሩ መሆን እንዳለበት ማንኛውም እንዲረዳው ያስፈልጋል,1
ይገባቸዋል ሁሌም ከጎንህ ነን የቁርጥ ቀን ልጅ አስተዋዮ መሪዬ,1
የአርሰናል ደጋፊዋች ግን ማንችስተርን ሲያሸንፉ ሻምፒዮንስ ሊግ የወሰዱ እሚመስላቸው አይ የትንሽ ክለብ ደጋፊ መሆን,0
ባለጌ በሁሉም ዘርና ሀይማኖት አለ የሚወክለውም እራሱንና መስሎቹን ሁሴንን ግን በግድ የበታችነትይስማህ ማለት አትችልም እሱኮ እራሱ ምንም አልደረስብኝም በሙስሊምነቴ ያለው እንተ ደግሞ አውቅልህለሁ በደልህንመንጋ ሁን የምትለው,0
አሳዛኙና ከሰው ዘር የሆነ ፍጡር አፍ ዘጠና በመቶው ማለት ይቻላል ሁሉም የሚናገረው ቀላል ቃል ቢኖር ቢሆን ኖሮ የሚለው ቃል ነገሮች እንዲህ ለየት ያሉ ቢሆኑ ኖሮ ነገሮች የተለዩ መሆን አይጠበቅባቸውም የተለየ መሆን የሚገባህ ነህ,0
ትልቅ ሰው ነዎት ህደ በሀርቬይ ዴንት የታመነ ይላ ጥበልገመበ ንላፕሮውአ ንህይ,1
ልጀ ግን በጤናህ ወይስ ላማና አብይ የሚባሉ ሰይጣናት ለከፉህ ደሞ ስለራስህ ብቻ ለምን የማታወራው እናከብርሀለን ከነማን ጋር የምታከብረው,0
ውሸታም አማራና ኦሮሞ ብቻ አይደለም ችግር ያለባቸው ኢትዮጵያውያን ተማሪዎች እንጂ,0
የትኛው ሸውራራ የዞረበት አሳ ይጠበስ ሊሉ ይሆን ዘረኛ ወግ ደረስ ፖለቲከኛ አዋቂ ተብዬዋቻችን የሁሉ አለም አቀፍ ከተማ እንዲህ ያድጋል ግን ገና ለገና አዳሜ የራሱን ልጅልጅ ልጁን የሚያጠፋ ተንኮልቁም ነገር ብሎ ያብሰለስላል ኧር ወዲያ,0
መሪዬ ጌታ በደሙ ይሸፍንክ ስላንተ ሳስብ ይደክመኛል ድፎ ዳቦ እሳቱ ነደደብክ በጣም እምታሳዝነኝ ዬethiopia መሪ dr አብይ አህመድ በፀሎትም በድምፅም ከጎንህ ነኝ,1
ከምንም በላይ እንቅልፍ የነሳይ የአማራ ህዝብ ላይ ህወሀት ሰራሽ ነቀዞች በአማራ ህዝብ መካከል የአማራን ህዝብ እሴት በልተው ባዶ እያደረጉት,0
⃣realtime photography አቢሲኒያውያን ጨለንቆ ላይ በመቶዎች የሚቆጠሩ ሙስሊሞችን ከጨፈጨፉ በሗላ ለሽንፈታቸው ቋሚ ማስታወሻ እንዲሆን የትውልዱን ሞራል እንዲሰበር በሀረር ከተማ…,0
በአዲስ አበባ ሾላ ገበያ እሳት አደጋ ተከስቶ ጉዳት አደረሰ,0
ይቅርታ ጋሼ የኦሮሞ ፖለቲከኞችን የምታምን የዘመናችን ማሞ ቂሎ ብቻ ነህ ከዘመዶችህ ጋር ብትወግን ይሻልሀል ሞክረሀል አልተቻለም አለቀ አንዳንዴ ሳስብህ ታሳዝነኛለህ,0
ሰው ባለው በጎ ተመኝ በጎ እንድታገኝ,1
ህግና ስርአት ባለበት አገር የአገር እጣ ፋንታ የሚወሰነው በያንዳንዱ ዜጋ የነቃ ተሳትፎ ና ውሳኔ ያ ከሌለ ግን የሚወሰንም የሚወሰንም ነገር የለም ያው እንደለመደው በስርአተ አልበኝነት እየተባሉ መኖር ይቻላል ያ ደግሞ መኖርም አይቅጠርም,1
ቆይ አሁን እውነቱን እንነጋገር ከተባለ rift valley መማር አልባሌ ቦታ ከመዋል በምን ይተናነሳል,0
ልደፍራት እንዴ,0
ሰው ስንደክም ይጥላልእግዚአብሄር ግን ይሸከማል,1
ከእየሱሴ አንደኛ የምወዳት ወንጌል seek him first ለነገሩ የእየሱስዬ ትምህርት ሁሉንም ባነበብኩት ቁጥር ሁሌ ተጨማሪ አዲስ ሀሳብ አገኝበታለሁ እያንዳንዱ የሺህ እውነት ጥቅል መኖርደስይላል,1
አህመዲን ጀበል የተባልው ጭሎ ለአሜሪካ ፀሎት ማድረግላይ ይሆን አንድ ቀን ጏንታናሞ መላኩ አይቀሬ,0
ለምን ስሜታዊ ትሆኛለሽ,1
ፖሎቲካ ውስጥ ከጀርባ ያለውን አጀንዳ ማየት ያስፈልጋልበመደመር ና በውህደቱ project ጀርባ ማን እንዳለው ግልፅ አይደለምlammicho,0
በዛሬው እለት ባቻ አርማጭሆ ውስጥ ህፃናት እንደታገቱ የተረጋገጠ መረጃ ደርሶኛል ከታጋቾቹ መካከል አንዱ የካህን ልጂ,0
የፓርቲው በጀት አዘናግቶኝ,0
ethiopia መከራን ሰንቃ በ አ አበባ የከተመችው ህወሀት ንብረቶቼን በህግ አስመልሳለሁ የሚል ባዶ ቀረርቶ እንዳቀረበች ሰማን የህወሀት ንብረት የሆኑት የጥፍር መንቀያ ፒንሳዎቿና የ…,0
የህወሀትን መሪዎች የትግራይ ህዝብን ግን ሳያደንቁ ማለፍ ከባድ አብይ የሚባል የሰፈር ልጅ ይቺን አገርና ምስኪን ህዝቦቿን እንደሚያጠፋ ቀድመው አውቀውት for many of yo…,0
መስጊድ የተቃጠሉበት ሙስሊሞች «በሰንበት ስራ አትስሩ» ተብሎ በሚከለከሉበት ሙስሊም ነጋዴ ጅዳ ልጅ ስላለህ የገቢ ግብር ይጨምራል» የሚባልበት ክልል ላይ «ሙስሊሙ አልተጨቆነም» አይነት ጨዋታ ይዞ ለመጣ ይህ ንግግር ተገቢ,0
ማሀሌታይ ያሬድ ታላቅ ነህ ለኢትዮጵያ ሰዎች ምግባቸውን ሰጠሀቸው መዝ ያለውን የመፅሀፍ ቃል ፍፃሜ ያሳየኸን ነህ ህፁፃን የዘመኔ ሰዎች ግን ከዚኽ ሲሳይምግብ…,1
ለእኔ የምን ጊዜም ልዩ መሪ ነህ እባክህ ከክቡር አቶ ለማ ጋር ተያይዞ እየተራገበ ያለው ወሬ በህዝቡ መካከል መለያየትን ሳይፈጥር በአስቸኳይ ሁኔታ በተለመደው የውይይት ባህላችሁ እንድትፈቱልን እጠይቃለሁ ኤልሻዳይ ካንተ ጋር,1
እንደተለመደው ሰኞ ምሽት አሎናቫርዳስ በጃኖ ባንድ ይደምቃል ተወዳጅ ሙዚቃዎቻችን አብረን ለመጫወት ለመዝናናት ጌቱ ኮመርሺያል ኛ ፎቅ ላይ ካለው አሎናቫርዳስ እንገናኝ brigh…,1
ምን እንደምትል አላውቅም,0
ቆይ የአዲስ አበባ ወጣት አይደለሁም ማለት በሴራ ከ ገፍታችሁ ከስራ ቦታዬ ከተታችሁኝ ብልፅግና ቅስቀሳ መጀመሩን አልሰማሁም እኮ ደሞ ሽልማትም ነበረው ወየው,0
ከአቀንቃኝነት ወደ አናቂ ቢሸጋገሩ ደግሞ የበለጠ ጥሩ ማስተካከያ ይወጣው,0
አብን እነ ክርስቲያን ላይ ያለው አቋም ምንድን ነዉ ምነው ዝም አላችሁ,0
አጭበርባሪ ተወው ለሙስሊሙ አዝነው ሳይሆን ምክኒያት በማድረግ አማራን ለማጥቃት ሆን ብለው ቀውስ ለመፍጠር የሚያደርጉት መውተርተር የአማራ ህዝብ ሙስሊሙም ክርስትያኑ እንዲህ አይነት መሰሪዎችን ሊነቃባቸው ይገባል,0
እዉነተኛ ፌዴራልዝም እንገነባለን የተባላችሁ ካድሬዎች ታከለ ኡማን ጨምሮ ተስፋ ቁረጡፕሮጀክቱ የማን እንደሆነ ታወቀ,0
እንደምን አደራችሁ ቀናችሁን በእውቀት ጀምሩ በአዲሱ ኪዳን አገልጋይ የህዝብ አለቃ አይደለም ስሙ አገልጋይ እንጂ ዘወትር ሰኞ ምሽት ከሚሰጡ ተከታታይ ትምህርቶች የተወሰደ,1
ኢትዮ የኮሮና ቫይረስን ወደኢትዮጵያ እንዲገቡ ያደረገው የጀዋርና የቄሮን ሚስጥር የያዘ ቪዲዮ በእጃችን ገብቷል ለሀገር ደህንነትና ሰላም ስንል ይፋ ላለማድረግ ወስንናል,0
ፍትህ ተጓደለ ግፈኛ አንባገነን ተደላደለ በሹመት ላይ ሹመት ተዳበለ የበደለ ከተሾመ የለውጡ ደጋፊ ተጎሸመ ገዳይ ተሸለመ,0
ማንበብ አልችልም,0
ገነትና ሲኦል ቢኖሩም ባይኖሩ አክልለማሪያም ደግ ሰረቶ ማለፍ ሳይሻል አይቀርም,1
እስክንድር በltv በገባው ቃል መሰረት በቄሮዎች እጃቸውና ጡታቸው ለተቆረጡ አማራዎች የአኖሌ ሀውልትን በጎንደር ከተማ ለመገንባት ዝግጅቱን አጠናቋል,0
ትርጉም እኛን ወደ መቀሌ ያባረረን አዴፓ,0
ብአዴን ፅረ አማራ እርልሱ አማራ ክልል ሽብር የሚፈፅመው ባጠቃላይ ወያኔን ላይ ስናሳብብ ኖርን ወያኔ ተወግዶ አማራ መጨቆኑ አላቆመም ታድያ ችግሩ ያለው ወያኔ ጋር ሳይሆን ብአዴን ጋር ብቻ,0
🤣 ለኛው ክፍለ ዘመን የተቀናጀ ዘመናዊ ጥያቄ ስለ እራሱ ኤኤሜሪካ ቀረች ገና ለእንናንተ ስል ብቻ ሁሉን ሰውቼላቹህ ጥዬላቹህ መጣሁኝን ተጠባበቁለዛኔም ግዜ እንግዲህ በአንድ አፍ ብለናል የሚገብርልህም ኦሮሞው ብቻ ሆነልህ ትክክል,1
አሜን አሜን አሜን ለሁላችንም ሰናይ ምሽት ውዴ♥ መድዬ አባቴ ተዋህዶ ኢትዮጵያ ጠብቅልኝ ❤,1
የተሻለ ሀሳብ ይዞ የሚመጣ ካለ ለመማር ዝግጁ ነን ለመማር መዘጋጀት ጥሩ ፀጋ,1
ፍትህ በሌለበት ቦታ ሁሉ ሰላም የለም,1
ተማሪዎቹ አብዷል ሊማሩ አይገባም ወደየመጡበት ሁሉንም መመለስ,0
እንዲህ ያለን ነጭ ውሸት በቴሌቪዥን ቀርቦ ማውራት ድፍረቱን ከየት አመጣው,0
ጥር ለሞጣ ተጎጂዎች ካሳ የምንሆንበት ቀን የኢትዮጵያ እስልምና ጉዳዮች ምቤት የሞጣ ሙስሊሞች ከደረሰባቸው አስነዋሪ ጥቃት ማገገም ይችሉ ዘንድ ነገ ጥር ታላቅ የገቢ ማሰባሰቢያ አ…,1
በአዋሽ ተፋሰስ ቆላማ አካባቢዎች የቆላ ስንዴ ልማት እየተካሄደ,1
so what መግለጫ ጥሩ ቀልድ ነዉ,0
እራስን እድል በራስ መወሰን የሚለው መብት ሲጀመር ለግለሰብ እንጂ ለቡድን የሚሰጥ መብት አይደለም ቅድም ኢዜማ በፌዴራል አወቃቀር ላይ ያለውን ሀሳብ አንብያለሁ ብለኸኛል አይደል ድገመው ሙሉ መልሱን እዛ ላይ ታገኛለህ,0
ይነስም ይብዛ ሁሉም ፓርቲ ማለት ይቻላል አማራነትን መጥላት ኢትዮጵያዊነትን መውደድ አይነት የሞኝ አባዜ ተጠናውቷቸዋል ማንም ህዝብ እኩል ኢትዮጵያዊ የሀገሪቱ አመራሮች ወደ ነፈሱበት መንፈስ አሳፋሪ አሽቃባጭነትና ተጠያቂም ናቸው,0
መች ትሰክናለህ ሚትፅፈዉ ሁሉ,0
የእሱ ጓደኛ ነበርኩ ውሰ ውቀበደተየ የእቅድህ አካል ተይዟል ምለደይአ ዜጊ ትሀርፍየ ንኋ,0
ነገ ማታ ምን ልበላው,0
ዠልጥ🤣 ገገማ,0
ሀገራችን ቻግኒ ወንዛችን አርዲ ነዉ ጎበዞች ያለቁት በደቦል ዲንጋይ ነዉ ብሎ የገጠመዉ የመተከል የኢህአፓ የፕሮፓጋንዳ ሀላፊ የነበረዉ ፍሬዉ አበበ ትዝ አለኝ በነገርህ ላይ ፍሬዉ እጅጋየሁ ሽባባዉን ግጥም እንዴት እንደሚፃፍ አስተምሯታል,1
እንኳን አደረሰን ለሁላችን መንግስታችን,1
በታላቁ የኢትዮጵያ ህዳሴ ግድብ የውሀ ሙሌትና አለቃቀቅ ላይ ያተኮረው የሶስትዮሽ ውይይት በስካይ ላይት ሆቴል እየተካሄደ,1
ለእኔ በ የአመቱ ምርጥ ጋዜጠኛ የዋልታው ጋዜጠኛ ስሜነህ ባይፈርስ,1
በጣም በጣም ጥሩ ወድ እህታችን እግዚአብሄር እድሜ ጤና ይስጠሽlt,1
ክፉ ልማድ ግን በእውነቱ,0
ቆይታ ወጣቶች ጋር በስነ ጥበብና ቴክኖሎጂ ዙሪያ አርብ ታህሳስ አም በኢቢኤስ ብቻ እንግዶቼ የጠቅላይ ሚኒስትሩ ፎቶግራፈር የሆነው አሮን የስትሪት ፎቶግራፈሩ አብነትና…,1
haha 🤣 ከፈረንጁ ጋር ያለችው ቆንጅዬ ይሄን ትዊት ባየች ጊዜ ኮሚቴውን ወጋሁት አለች የሚባለው እውነት እንዴ,1
አሁን እያየሁት ስለ ህገመንግስቱ የተናገረው በፍፁም ውሸት 🤦‍♂️,0
ዝም በልጥጥ ራስ,0
በውጭ ያሉ የሀበሻ ልጆች,1
የያሬድ ጥበቡ መርዝ ከበረከት ስምኦን በኋላም አሁንም አላለቀም,1
ጃዋር አሜሪካዊነቱን ሳይቀይር በምን ህግ ይሄን መታወቂያ ‘ኢትዮጵያዊ’ ሆኖ እንዲያገኝ ተደረገ ይህ የህግ ጥሰት በአገር ውስጥ ፖለቲካ የውጭ ዜግነት ያለው መምረጥም መመረጥም አይችልም,0
እርሱ የእኛ ጀግና ጀግና ትነኝጠግርእበ ዴንእ አሁን የፍርሀት ጊዜ አይደለም ውቸና ጊላፈስአ ንችቻኖላፕ,1
የኢትዮጵያ አየር መንገድ ምን አስበው ቅዳሜ እሁድ በረራ የለም አሉ ከዛ ቀጥለው ደግሞ ለደቂቃ በረራ ለአንድ በረራ ሺ ማድረግ ምን ይሉታል አመቱን ሙሉ ሁለት አውሮፕላንጢያራ መድበው አሁንም እንኳን አያሻሽሉትም,0
አሁን ብዙ በድርቅ የሚሞት የለም,1
አይናውጣ አፋኝነት አናርኪዝም የነገሰበት አሁን ምን የሚሉት ነገር የመሰብሰብ የመደራጀትን መብት እያፈኑ ነፃና ፍትሀዊ ምርጫ እናደርጋለን የሚሉት ቀልደኞች,0
ስላልደረሰብህ ልብ አላልከው ይሆናል እንጂ በእምነት ታቋማት ላይ ያነጣጠረ ጥቃት ከተጀመረ ቆይቷል አሁን ልክ አዲስ ክስተት ከበሮ አትደልቁብን ራስ ወዳድነት አይጠቅምም,0
“እነሆ ለህዝቡ ሁሉ የሚሆን ታላቅ ደስታ የምስራች እነግራችኋለሁና አትፍሩ ዛሬ በዳዊት ከተማ መድኀኒት እርሱም ክርስቶስ ጌታ የሆነ ተወልዶላችኋልና” እንኳን ለብርሀነ ልደቱ አደረሳችሁ የእየሱስ ክርስቶስ ፍቅርና በረከት በሁላችን ላይ ይደር,1
ቲሽ ጨለምተኛ ዱቄት ላይ ቆመሀል እንዴ ጊዜው ነጉዷል አሉባልታህን ቀቅለህ ብላው ልደቱ እየመጣ,0
በትክክል የ ኦሮምያ ህዝብ የኢትዪጲያ ጠላት አይደለም ከዛ ይልቅ መንግስት ያደረጃቸው አሸባሪ ቡድኖች የሚያደርጉት ድርጊት መጥፎ ጠባሳ እየጣለ,0
የአማራ ሀልውና ለኢትዮጵያ ልእልና በሚል መሪ መልእክት ውይይት በአትላንታ ጆርጅያ ተካሂዷል via,1
ስጋሽን ነክሰሽ ፅድቅ ለማግኘት አጉል መላላጥ የትግራይ ደም ኑሮት አሽቋላጭ አሽርጋጅና እምበርክካም ሲሆን አያርበትም ከመምበርከክ ይሰውረን,1
ፍትህ በሌለበት ሀገር ደሞክራሲ አለ ማለት ህዝብን መዋሸት ኢትዮጵያ ውስጥ ከቀበሌ ሊቀመንበር ምንስቴር ያለው አመራር ቅናተኛና ቅመኛ ፍትህ ለስዳማ ምሁራን ወር ሙሉ ያለጥፋታቸው ለታሰሩት,0
አሜን አሜን አሜን መአረይ እንደንዚህ ያሉትን ደጋግ ሰዎች ያብዛልን ያኑርልን ፈጣሪ,1
በርታልን የኛ ጀግና,1
ሀገረ ናት አኮ መኩራራዬ ሰላሟ አኮ ነዉ ሰላምታዬ,1
ቱልቱላ ሁላ ዘመናችሁን በቃ ስትፎክሩ ስታነበንቡ እስከአሁን ከታሪክ አልተማራችሁምገና የኤርትራ ህዝብ ጥሩ አርጎ ያስተምራችሗል ዶማ ራስ ሁላ ጊዜን ጠብቁ ethiopia eritrea,0
የቱ የኢትዮጵያ የንጉሰ ነገስት መንግስቱ ህገመንገስት መግቢያው ላይ ኢትዮጵያ በታሪኳ በአረመኔዎችና በእስላሞች ስትጨነቅ እንደኖረች እያለ መንደርደሪያው የሚነሳው በማለት ህገመንግስቱ ሙስሊሞችን በአሉታዊ መንገድ የሚያይ እንደሆነ,0
ከተመሰረተ ኛ አመቱን ያስቆጠረው አዋሽ ባንክ ነገ ጥር በአዲስ አበባ ሶሰት ከወለድ ነፃ አገልግሎት ብቻ የሚሰጡ ቅርንጫፎችን ሊከፍት እንደሆነ አስታወቀ,1
አአ ካሉ አሳፋሪ ነገሮች አንዱ ቆሻሻ ሲሆን ሁለተኛው ደግሞ የትራፊክ ችግር ለእኔ ሁለቱም ችግሮች እስካሁን ችግር ሆነው የመቀጠላቸው ምክንያት አስተዳዳሪዎቻችን ስለጉዳዩ ያላቸውን የስተሳሰብ ደረጃና የሰጡትን ትኩረት ያሳየኛል,0
እንዲህ በጥበብ መግለፅ እንጂ ትርጉም እብደ ተመልካቹ አይደል,1
ከዛስ በቀጣዩ ምርጫ ለብቻው ሊወዳደር ምን አስበው ይሆን,0
ከብልፅግና ፖርቲ ጋር ወደፊት ውዱ መሪያችን ከምንም ግዜ በላይ ዛሬ ከጎኑ ልንቆም ይገባል እውነት ኢትዮጵያን ሀገሩን የሚወድ ሰው መሪያችን ጎን ቆሞ አገራችንን ከወንበዴዎች መጠበቅ አለብን ዶር አብይ ብቻውን ምንም ማረግ አይችልም ልናግዘው ይገባል,1
ታኬ እንኳን ደስ አለህ በመድናችን ታሪክ በማሳየትህ ስፖርት ለጤንነት ለወዳጅነት ለሰላም ለአንድነት ለብልፅግና,1
ሰላምና ፍትህ እንኳን ለሀገር ልማት ለግለሰብም ወሳኝ ነውመንግስት ለዲሞክራስ መሰረት የሆኑትንና ዲሞክራሲን ወልደውና ደግፉው በህይወታቸው ያመጡትን የያዙትን ያቀኑትን የትግራየኦሮሞና የሲዳማ ህዝብ በተክንክ በታትክ ጠርንፎ ልማት ከንቱ,1
እውነት የሆነውን ነገር አትካድ እንጂ ተው,0
ታላቅ ስቃይ ትሰቃያለህ ቤተሰብዎ ይወድቃል እናም ያለብዎት ህመም ስቃይ እናቶች በእንባዎ ደስተኞች ይሆናሉ,0
የጠሚው ብሄራዊ ደህንነት አማካሪ ማን መሆኑ ጠይቅ mr እንዘጥ,0
ውህዱ ፓርቲ በህዝብ ዘንድ አስተማማኝ ተቀባይነት ከውልደቱ ጀምሮ እንዲያገኛ በመክሰም ላይ ያለው ግንባርና በግንባሩ የተመሰረተው መንግስት የፈፀሟቸው ህፀፃች በአስቸኳይ እርምት እንዲያገኙ ፈጣን እርምጃ መወሰድ ይኖርበታል,0
ሉቃስ ማርያምም እንዲህ አለች— ነፍሴ ጌታን ታከብረዋለች መንፈሴም በአምላኬ በመድሀኒቴ ሀሴት ታደርጋለች የባሪያይቱን ውርደት ተመልክቶአልና እነሆም ከዛሬ ጀምሮ ትውልድ ሁሉ ብፅእት ይሉኛል,1
አየር መንገዱ በአሉን አስመልክቶ ተጨማሪ በረራዎችን ቢያበጅ መልካም ለ ቢዝነስም ጥሩ ግን ከ አክሱም ሌሎች ጉዳዮች መገናኘቱ እምብዛም ሴንስ አይሰጥም መልካም በአል ✌,1
ሳላሀዲን ሰኢድ ለፈረሰኞቹ ተስፋን ይዞ መጥቷል,1
አሜን የነዚህ ንፁሀን ህፃናት ደም ጎርፍ ሆኖ ይብላቸው እነዚህ ጅቦች,0
መንግስት ሆይ ተቀበልና ተግብር እነሆ ህፃናት ይናገራሉ,1
ጥር በኮሮና ቫይረስ ተጠርጥሮ ለተጨማሪ የላብራቶሪ ምርመራ ወደ ደቡብ አፍሪካ ተልኮ የነበረው የ ዜጎች ናሙና ከቫይረሱ ነፃ መሆኑን የጤና ሚኒስቴር ሚንስትር ዲኤታ ተናገሩ shegerwerewoch ethiopia coronavirus ኮሮናቫይረስ,1
እንዲህ አይነት ድንቅ ስራ ለምን ሸገር ብቻ እንደሚወሰን አይገባኝም የሸገር ወንዞችን ብቻ ሳይሆን ሸገር ዙሪያ ያሉ ተራሮች ለምን በዛፍ ተከላ አይዋበም በዚህ በርካታ ሺህ ቋሚ የስራ እድል ይፈጠራል ለምሳሌ ወጫጫ ተራራ ራቁቱን,1
ለትግራይ መንግስት ገዢ ድርጅት በኦሮሞ አማራ ደቡብ ዩኒቨርስቲዎች እየተፈፀመ ያለው ግድያ ጭፍጨፋ እገታ ለተጋሩ ተማሪዎቹ ምን ተፅእኖ እያሳደረ እዚህ ዩኒቨርስቲዎች ያሉ ተጋሩ ህይወት ምን ደረጃ ላይ ይገኛል ያሳውቀን tplf,0
ሁሉም ባለድርሻ አካላት በኢትዮጵያ የእናቶችና ህፃናትን የጤንነት ደረጃ ለማሻሻል በጋራ ለመስራት የገቡትን ቃል እንዲያድሱ ጥሪያቸውን አቅርበዋል,1
ሀገር እያፈረሱ የእግርኳስ ክለብ ደግፉ ማለት ምን ማለት ነውበቦንብ በክላሽ ይጫወቱ ለማለት በመጀመሪያ ሰከን በሉ ባትሉም እየደገፍን,0
እርግጠኛ ነኝ ቆንጅዬ ፍጡር,1
የኢትዮጵያ ህልውና በእግዚአብሄር እጅ,1
መልካም የጌታ ልደት ለእርስዎም የተከበሩ ፕሬዜዳንት,1
ለኢትዮጱያ ህዝብ ብሎ facebook ተጥዶ እሚያድር መሪ አለን እልል በሉ እንደውም reply እያለ ሁላ ለህዝቡ ክብር ሲል ይኮምታል,0
ለፉቶ መና,0
በድሬዳዋ ዩኒቨርሲቲ የተከሰተው ችግር በሌሎች ዩኒቨርሲቲዎች ውጥረት መፍጠሩ ተገለፀ,0
ሰውየ ትንሽ ነካ ያደርጋሀል,0
trump ስለ ግድቡ አንድም ነገር አላለምስለ ግድቡ መሆን አለበት እያወራ ያለው ሚሉት ሌሎች ናቸው,0
ሀሰተኛ የእውቅና ፍቃድ እያሳተሙ ተማሪዎችን ተቀብለው የሚያስተምሩ ተቋማት በተደጋጋሚ ተገኝተዋል ያለ ምንም የተግባር ልምምድ የሚመረቁ የጤና ተማሪዎችም አሉ ከብቃት ማነስ የተነሳም የሰው ህይወት እያለፈ ተብሏል,1
እግዚአብሄር ካንተ ጋ ይሁን ብርቱ ሰው,1
መደመር ሰው ሰራሽና መዋቅራዊ ጭቆናን ማስወገድ ብሄራዊ መግባባትን ማምጣት እርቀ ሰላምን መፍጠርና ፍትህና ርትእን የማስፈን አላማ አለው ብለዋል,0
መልካም አክሱም ፅዮን❤️,1
dave መውረድ ጥሩ አይደለም ወርቅ የሚያዘንብ መንግስት የለም,0
የብአዴን ሀውስ ኒገሮች ቀርቶ ተሽኮርማሚ አብኖች እንኳን እኔን ቀርቶ ዘመዶቻቸውን የሚወክሉ አይደሉም በተፈጥሮ ሆድ አደሮች ናቸው,0
ሀገር እንዲህ የወንበዴዎች ማላገጫ ሆና ማየት በጣም ያናድዳል 🤨🤨,0
ማምታታት ይሄ የለጠፍከውን ዶክመንት መቼ በማን እንደታተመ የሚግልፅ የፊት ገፅ አለው ለጥፌልሀለው አይ ካልክ የፊት ገፁን ቁጭ እዚችው 🤷‍♂️,0
ለምን ሶስት ወር ይፈጃል በመደበኛው ፓስፓርት መሰረታዊ መገልገያ ሆኖ ሳለየመንቀሳቀስ የመስራት መብትን ይገድባል,0
እርስዎ እንዳሉት ይሁን,1
የሚገርም አርቲስት የወጣው ያለቦታው ገብቶ ሀገሪቷን አጨማለቃት,0
ግባ በለው ሸዋ በአይነቱ ከሺ ሰው በላይ የተሳተፈበት ሙዚቃ ነገ ስምንት ሰአት በየኛ ቱዩብ ይለቀቃል እንኳን ደስ አለህ ወንድሜ balehageru teshome,1
መላው ኢትዮጵያዊያን አመፅንና በቀልን በመተው ለአገራቸው ሰላምና መረጋጋት እንዲተጉ የሀይማኖት አባቶች ጥሪ አቀረቡ,1
ግን ባለፈው በጃነኖይ ራስ ጉግሳ ወሌ ናቸው መጀመሪያ በኢትዮጵያ አየር ሀይል የተደበዱት ከባድ ጦርነት የቴጌ ጣይጡ cousin ነበረ ሚደንቀው የኦሮሞው ታላቁ ጉግሳ ዘር ናቸው ግን amahara chauvnist በሉ ዝምብላቹ,0
በርቺ ይሄ ትክክል አይደለም,0
✝️ከፀሀይ መውጫ መጥለቂያው የእግዚአብሄር ስም የተመሰገነ ይሁን አባታችን ቅዱስ አማኑኤል በያለንበት ይጠብቀን ሁላችሁም በያላችሁበት የተቀደሰ ብሩህ ደስ የሚል ቀን ይሁንላችሁ…,1
እነሆ ለህዝብ ኹሉ የሚሆን ታላቅ ደስታን የምስራች እነግራችዃለኹ አትፍሩ ዛሬ በዳዊት ከተማ መድሀኒት እርሱም ክርስቶስ ጌታ የሆነ ተወልዶላችኋል ሉቃስ “ተወልደ እምአመቱ ወሰላመ ገብረ በልደቱ” ቅዱስ ያሬድ መልካም የልደት በአል,1
የሰው ልጅ የመስከንን ጥቅም ከቡና መማር አለበት,1
በውነት የሚያስደስት ስራ ከተማ ውጪ ላለው ህብረተሰብ የሚሰሩ ስራዎች ቢበዙ ግድብ መስኖ ከብት እርባታ በያካባቢው ያለውን ውሀ ብንጠቀም ለማለት ብዙ ትኩረት ለሰፊው ማህበረሰብ ይሰጥእነዛም ስራዎች በየሳምንቱ ይጎብኙ,1
🤎የገና ልዩ ዝግጅት ግጥም ወጎች በአል ናፍቆትን የተመለከተ የጋራ ትውስታ በጉራጌ ማሀበረሰብ ዘንድ የገና ዋዜማ አከባበር ዳሰናል የሚያሸልም ጥያቄ አለን ደቂቃዎች አብራችሁን ቆዩ ethiopia ጠይምበረንዳ,1
አንቺ ብለሽማ አስሬ አይቼው ቢሆን እንኳ ላስራአንደኛ ጊዜም እንዳዲስ የማየው,1
በመንደር ደረጃ ብቻ ማሰብ የሚችሉ እብሪተኛች መመለስ የሚጠሉት ጥያቄ ይህ ይህ በውል የመለሰ ስለ መቻቻል ስለ አገር ማሰብ ይቻለዋል,0
እውነት ክብሩ ይስፋ የድንግል ማርያም ልጅ ❤,1
እምለው አሁን ወተው መናገር ስለቻሉ ወይስ ድሮም አንዲ ደደቡ ብዙ ነበረ,0
ይህ አለም በአማርኛ በጣም ጨካኝ ይመስላል በጣም አዝኛለሁ,0
🤡 ይቅርታህን ልማታዊ ጋዜጠኞች በልልን እየተዋወቅን,1
